10229,"Absolutely raging at the changes to CAS, what a joke",anger,0.604,"Benar-benar marah pada perubahan CAS, sungguh lelucon"
10230,Girls irritate me so much lol,anger,0.527,Gadis-gadis membuatku sangat kesal lol
10231,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.,anger,0.604,@LickMeLucas ... Saya menunggu Anda untuk mengetahui bahwa saya seperti ... dari 0 hingga 100 sangat cepat dengan iritasi.
10232,@xxmariab listen yh don't provoke me cos I'll make you cry,anger,0.604,@xxmariab dengarkan yh jangan memprovokasi saya karena saya akan membuat Anda menangis
10233,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry,anger,0.447,@luxbet Apakah Anda bahkan membagikan pizza? Gagal serius # lapar #furious #hangry
10234,Bloody parking ticket 😒💸 ,anger,0.583,Tiket parkir berdarah 😒💸
10235,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger,0.583,@DFSCare rupanya Anda harus menghubungi saya. Sofa dimaksudkan untuk dikirim hari ini. Yang lama hilang. Duduk di lantai. Tidak ada sofa!
10236,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! ,anger,0.583,@ThomsonCares Sam- ya kita punya! Tidak membantu sama sekali! Kami membutuhkan penyortiran ini secepatnya! Anda tetap menjanjikan hal-hal yang tidak terjadi !!!!
10237,"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...",anger,0.583,Mereka seperti pembela pemerkosaan yang (secara tidak sengaja?) Membuat pria terdengar seperti hewan buas dan tidak berakal. Dengan teman-teman seperti ini ...
10238,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger,0.583,Dan dia menjadi marah mengatakan kepada saya 'tapi apa yang akan dilakukan pria berusia 40 tahun mencari gadis seperti Anda' dan saya merasa # tersinggung
10239,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger,0.583,@aGirlHasNo_Name @MdlMurray ditembak oleh wanita polisi kulit hitam Khas pemikiran looney toon. #Hillary #divide #chaos
10240,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ Pelanggaran seks terjadi di SEMUA ras, budaya, dan kepercayaan & mereka harus dikebiri"
10241,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry,anger,0.583,@JasonMillerinDC @realDonaldTrump Prudence menyarankan bahwa peningkatan 8 +% selama 2-3 minggu harus dilihat dengan SKEPTICISM. Sumbu media / HRC #angry
10242,@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.,anger,0.583,@ lesyoung01 seekor anjing gila yang ditunggangi oleh seorang anak yang telah memakan semua daging dari satu orang dan anggota tubuh orang dewasa lainnya.
10243,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest,anger,0.583,@TheOneSoleShoe itu satu hal tetapi menyerang dan membenci itu lebih buruk - itu membuat kita seperti perilaku balas dendam yang marah yang kita benci
10244,Delete this shit Josh just screenshotted my snap me,anger,0.583,Hapus omong kosong ini Josh baru saja melihat foto saya
10245,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger,0.583,Dapatkah seseorang menjadikan saya daftar prioritas tentang hal-hal apa yang harus membuat saya marah + dalam urutan apa? #outrage #racism #hewanhak #aborsi #cops
10246,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,anger,0.583,@Corbettarbarr @brianclark @brianclark benar. Cuma aku yang menyemburkan racun karena masih pahit dengan Stripe. Seperti orang tua yang berteriak dari teras rumahnya.
10247,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming,anger,0.583,Saya tidak akan pernah menonton anatomi abu-abu pernah lagi jika Shonda Rhimes menghilangkan karakter OG lainnya☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming
10248,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583,Saya ingin tahu apa yang akan terjadi jika saya memberi tahu beberapa orang kebenaran #savage #uhoh #angry
10249,"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger,0.583,"Anda tidak akan pernah menemukan seseorang yang mencintai Anda seperti saya. Dan bahwa cintaku, akan menjadi balas dendamku."
10250,A @FirstBSA not turning up? Why am I not surprised. Late for work again! ,anger,0.583,A @FirstBSA tidak muncul? Mengapa saya tidak terkejut. Terlambat bekerja lagi!
10251,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes",anger,0.583,"Jika Anda menjadi #angry, yang mungkin terjadi, & yang mungkin tidak dapat dihindari, perhatikan bahwa kegembiraan yang tiba-tiba tidak menjadi dosa. #AlbertBarnes"
10252,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell 🌝🌚 ;),anger,0.583,@ lemonlover666 'sial' bahkan tidak mulai menggambarkan setan kecil yang berapi-api ini langsung dari neraka 🌝🌚;)
10253,I am just so bitter today 😐,anger,0.583,Saya sangat pahit hari ini 😐
10254,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger,0.5,@ Hoopdawg87 @ickThePerm Sementara polisi kulit putih terus membunuh orang kulit hitam. Tapi ada sedikit kemarahan tentang itu. Masyarakat aneh itu.
10255,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #😂😂,anger,0.583,@cc_yandian @HillaryClinton timnya harus menggambar dari topi untuk kepribadian sehari-hari #drugged #angry #yeller #quiet #screamer # 😂😂
10256,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst,anger,0.583,Menuju rumah untuk memotong rumput dalam cuaca panas. Yang ingin saya lakukan adalah pergi makan di tempat yang ber-AC. #pout #AdultingIsTheWorst
10257,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger,0.583,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage
10258,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ ,anger,0.583,Saya tidak akan pernah pernah menonton anatomi abu-abu lagi jika Shonda Rhimes menghilangkan karakter OG lainnya☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️
10259,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.,anger,0.583,@saclivin @MrsCagg dengan cara yang spesifik & disengaja. Dan sebagian dari niat itu adalah untuk memprovokasi percakapan seputar rasisme sistemik terhadap orang kulit hitam.
10260,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,anger,0.583,@ alyssasimpson21 Aku menyerah KENDRICK LAMAR untuk makan barbekyu bersamanya. #pahit
10261,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! ,anger,0.583,@ lynnew69 ​​lalu dia bilang ngomongin wasiat binatang yang tak terkendali saat pindah ke link lain. Komentar ini tidak membantu!
10262,@alicehouston18 sorry I'm just angry my drone flew away,anger,0.583,@ alicehouston18 maaf saya hanya marah drone saya terbang jauh
10263,@carefreeash_ id be fuming,anger,0.583,@carefreeash id mengomel
10264,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,anger,0.562,@ xandraaa5 @ amayaallyn6 tutup mulut hashtags keren #offended
10265,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --,anger,0.562,"@StarklyDark 'Saya tahu Anda mempercayai saya.' Kata-katanya lembut saat dia mengabaikan amarah dan fokus pada luka di bawahnya. ""Aku tahu aku mengacau."" -"
10266,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,anger,0.562,Aku ingin tahu kota Amerika apa yang akan menjadi protes selanjutnya tentang penembakan polisi. Siapa yang berikutnya? Smh. #whenwillitstop #howmanymoretimes
10267,Why mfs so bitter,anger,0.562,Mengapa mfs begitu pahit
10268,"im on holiday for the next round, fuming!",anger,0.562,"Saya sedang berlibur untuk babak berikutnya, mengomel!"
10269,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?,anger,0.598,Apakah kita melewatkan fakta bahwa ayunan #BurkeRamsey mengenai wajah saudara perempuannya #JonBenet dengan tongkat golf yang sebelumnya tidak cocok dengan #anger?
10270,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,anger,0.562,@nytopinion Intinya memilih Trump untuk menyingkirkan semua bagian dari permainan papan seperti balita yang marah? Hancurkan segalanya untuk semua orang?
10271,"Like if you aggravate me constantly, byeeeeeeee",anger,0.562,"Seperti jika Anda terus menerus memperburuk saya, byeeeeeeee"
10272,"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?",anger,0.562,"@Lexual__ @ jdspielman10 RIP ke 100-an pria kulit hitam ,, wanita, ANAK-ANAK terbunuh di Chicago. Dimana kemarahannya?"
10273,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger,0.562,"Dengan menumpahkan surat ini, kami sekarat melawan pengecekan virtuoso kuno yang subsisten menuju ke arah yang baik ..."
10274,hitting your children as discipline because you're being quite a raging hypocrite if you're not.,anger,0.562,memukul anak-anak Anda sebagai disiplin karena Anda sedang menjadi munafik jika sebenarnya bukan.
10275,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;,anger,0.562,maaf aku sangat #bitter aku hanya. saya ingin ur murni atau secara harfiah kartu apa pun dari set yang saya suka tetapi setiap kali saya menggambar untuk set yang saya suka>
10276,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,anger,0.562,@DanRather Apa yang Raja katakan tidak masalah. Fakta bahwa dia datang bersama Don yang gila jauh lebih merupakan penghinaan.
10277,@JuliaHB1 Bloody right ,anger,0.562,@ JuliaHB Benar
10278,i have so much hw tonight im offended,anger,0.519,Saya memiliki begitu banyak hw malam ini saya tersinggung
10279,Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562,"Seperti halo? Saya anak sulung Anda, Anda harus selalu menertawakan lelucon saya. #tersinggung"
10280,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism",anger,0.562,kemarahan telah berlalu dan telah digantikan oleh penerimaan yang bisu dan fatalistik dari situasi saat ini. #fatalisme
10281,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,0.562,Kenakan kaus kaki pop-up dan mereka TERUS JATUH DI DALAM SEPATU SAYA
10282,and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562,dan tampaknya dia memiliki aksen Skotlandia ??? Saya # tersinggung
10283,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •",anger,0.562,"berusaha untuk melakukan serangan terhadap Israel, dimaksudkan untuk memancing reaksi yang akan lebih mengobarkan perasaan di dunia Islam ”. •"
10284,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!,anger,0.562,Lost Frequencies / Janieck Devy - Reality (Gestort Aber Geil Remix) 'mengamuk di ShoutDRIVE!
10285,@EagleGiles23 @tgilmore_92 what I miss? #outrage,anger,0.562,@ EagleGiles23 @ tgilmore_92 apa yang saya lewatkan? #kebiadaban
10286,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger,0.562,"@AllegedLowbrow Ini adalah 'Mata-untuk-Mata'. Tentara India tidak pernah memaafkan, Tidak Pernah Melupakan. Mereka selalu membalas dendam, Pakistan melanggar hukum, I.A mengikuti"
10287,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger,0.562,Anggota juri terburuk yang pernah ada? Michelle. Anda adalah ancaman terbesar Nicole. # bb18
10288,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick,anger,0.562,luv melihat seorang pria dengan wajah cemberut berjalan dengan pengocok protein mengepalkan tinjunya. Saya segera berhenti dan mengisap penisnya
10289,Fake people irritate me,anger,0.562,Orang palsu membuatku kesal
10290,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,anger,0.562,Mengatakannya sebelumnya dan saya akan mengatakannya sekarang: Amerika benar-benar beruntung bahwa orang kulit hitam hanya menginginkan kesetaraan dan bukan balas dendam.
10291,#Anger or #wrath is an intense emotional response.,anger,0.562,#Anger atau #wrath adalah respons emosional yang intens.
10292,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,anger,0.562,@TaraSetmayer @oliverdarcy AA memiliki hak untuk menyampaikan kata 'N'. Mengapa dia harus menghina dia di gerejanya. Bodoh!
10293,if we let that in id be fuming poor keeping,anger,0.562,jika kita membiarkan itu di id menjadi pemeliharaan yang buruk
10294,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger,0.562,"@LynneGarrison ya, saya hanya melihat yang melayang online sebagai teori, itu mungkin dibuat oleh stan pahit. Saya mengabaikan hewan peliharaan dan dokter hewan juga"
10295,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",anger,0.562,"@SkyNews saat angin timur membiru di musim panas di Durban, Afrika Selatan, kami masih berselancar dan # tersengat parah! Harus hati-hatil-A #sting bisa merugikan Anda"
10296,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter,anger,0.562,@LisaAsquithtobe @ craig8710 @WayneHaselden @ june65wigan semua orang menentang wigan karena kami adalah klub terbesar #bitter
10297,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul",anger,0.556,"Karena itu ilusi yang sempurna, tapi setidaknya sekarang aku tahu apa itu. #angry #ladygaga # iscalming # mysoul"
10298,Candace &amp; her pout are getting right on my tits #GBBO,anger,0.562,Candace & cibirannya semakin tepat di payudaraku #GBBO
10299,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger,0.491,@johnaugust @clmazin Saya sangat menantikan @ABCDesignated. Kemudian dibuka dengan #stuartspecial. Saya benar-benar berteriak ke tv saya.
